match_date,start_time,home_name,away_name,match_id,match_centre_url,score_home,score_away,is_finished
2025-08-15,19:00,Girona,Rayo Vallecano,1913916,https://es.whoscored.com/Matches/1913916/Live,1,3,True
2025-08-15,21:30,Villarreal,Real Oviedo,1913892,https://es.whoscored.com/Matches/1913892/Live,2,0,True
2025-08-16,19:30,Mallorca,Barcelona,1913918,https://es.whoscored.com/Matches/1913918/Live,0,3,True
2025-08-16,21:30,Deportivo Alaves,Levante,1913913,https://es.whoscored.com/Matches/1913913/Live,2,1,True
2025-08-16,21:30,Valencia,Real Sociedad,1913889,https://es.whoscored.com/Matches/1913889/Live,1,1,True
2025-08-17,17:00,Celta Vigo,Getafe,1913915,https://es.whoscored.com/Matches/1913915/Live,0,2,True
2025-08-17,19:30,Athletic Club,Sevilla,1913914,https://es.whoscored.com/Matches/1913914/Live,3,2,True
2025-08-17,21:30,Espanyol,Atletico Madrid,1913917,https://es.whoscored.com/Matches/1913917/Live,2,1,True
2025-08-18,21:00,Elche,Real Betis,1913883,https://es.whoscored.com/Matches/1913883/Live,1,1,True
2025-08-19,21:00,Real Madrid,Osasuna,1913886,https://es.whoscored.com/Matches/1913886/Live,1,0,True
2025-08-22,21:30,Real Betis,Deportivo Alaves,1913885,https://es.whoscored.com/Matches/1913885/Live,1,0,True
2025-08-23,17:00,Mallorca,Celta Vigo,1913891,https://es.whoscored.com/Matches/1913891/Live,1,1,True
2025-08-23,19:30,Atletico Madrid,Elche,1913898,https://es.whoscored.com/Matches/1913898/Live,1,1,True
2025-08-23,21:30,Levante,Barcelona,1913888,https://es.whoscored.com/Matches/1913888/Live,2,3,True
2025-08-24,17:00,Osasuna,Valencia,1913900,https://es.whoscored.com/Matches/1913900/Live,1,0,True
2025-08-24,19:30,Villarreal,Girona,1913901,https://es.whoscored.com/Matches/1913901/Live,5,0,True
2025-08-24,19:30,Real Sociedad,Espanyol,1913894,https://es.whoscored.com/Matches/1913894/Live,2,2,True
2025-08-24,21:30,Real Oviedo,Real Madrid,1913882,https://es.whoscored.com/Matches/1913882/Live,0,3,True
2025-08-25,19:30,Athletic Club,Rayo Vallecano,1913895,https://es.whoscored.com/Matches/1913895/Live,1,0,True
2025-08-25,21:30,Sevilla,Getafe,1913897,https://es.whoscored.com/Matches/1913897/Live,1,2,True
2025-08-27,21:00,Celta Vigo,Real Betis,1913937,https://es.whoscored.com/Matches/1913937/Live,1,1,True
2025-08-29,19:30,Elche,Levante,1913890,https://es.whoscored.com/Matches/1913890/Live,2,0,True
2025-08-29,21:30,Valencia,Getafe,1913919,https://es.whoscored.com/Matches/1913919/Live,3,0,True
2025-08-30,17:00,Deportivo Alaves,Atletico Madrid,1913884,https://es.whoscored.com/Matches/1913884/Live,1,1,True
2025-08-30,19:00,Real Oviedo,Real Sociedad,1913899,https://es.whoscored.com/Matches/1913899/Live,1,0,True
2025-08-30,19:30,Girona,Sevilla,1913896,https://es.whoscored.com/Matches/1913896/Live,0,2,True
2025-08-30,21:30,Real Madrid,Mallorca,1913920,https://es.whoscored.com/Matches/1913920/Live,2,1,True
2025-08-31,17:00,Celta Vigo,Villarreal,1913887,https://es.whoscored.com/Matches/1913887/Live,1,1,True
2025-08-31,19:00,Real Betis,Athletic Club,1913902,https://es.whoscored.com/Matches/1913902/Live,1,2,True
2025-08-31,19:30,Espanyol,Osasuna,1913893,https://es.whoscored.com/Matches/1913893/Live,1,0,True
2025-08-31,21:30,Rayo Vallecano,Barcelona,1913904,https://es.whoscored.com/Matches/1913904/Live,1,1,True
2025-09-12,21:00,Sevilla,Elche,1913929,https://es.whoscored.com/Matches/1913929/Live,2,2,True
2025-09-13,14:00,Getafe,Real Oviedo,1913925,https://es.whoscored.com/Matches/1913925/Live,2,0,True
2025-09-13,16:15,Real Sociedad,Real Madrid,1913930,https://es.whoscored.com/Matches/1913930/Live,1,2,True
2025-09-13,18:30,Athletic Club,Deportivo Alaves,1913927,https://es.whoscored.com/Matches/1913927/Live,0,1,True
2025-09-13,21:00,Atletico Madrid,Villarreal,1913921,https://es.whoscored.com/Matches/1913921/Live,2,0,True
2025-09-14,14:00,Celta Vigo,Girona,1913923,https://es.whoscored.com/Matches/1913923/Live,1,1,True
2025-09-14,16:15,Levante,Real Betis,1913928,https://es.whoscored.com/Matches/1913928/Live,2,2,True
2025-09-14,18:30,Osasuna,Rayo Vallecano,1913926,https://es.whoscored.com/Matches/1913926/Live,2,0,True
2025-09-14,21:00,Barcelona,Valencia,1913922,https://es.whoscored.com/Matches/1913922/Live,6,0,True
2025-09-15,21:00,Espanyol,Mallorca,1913924,https://es.whoscored.com/Matches/1913924/Live,3,2,True
2025-09-19,21:00,Real Betis,Real Sociedad,1913905,https://es.whoscored.com/Matches/1913905/Live,3,1,True
2025-09-20,14:00,Girona,Levante,1913907,https://es.whoscored.com/Matches/1913907/Live,0,4,True
2025-09-20,16:15,Real Madrid,Espanyol,1913911,https://es.whoscored.com/Matches/1913911/Live,2,0,True
2025-09-20,18:30,Villarreal,Osasuna,1913912,https://es.whoscored.com/Matches/1913912/Live,2,1,True
2025-09-20,18:30,Deportivo Alaves,Sevilla,1913931,https://es.whoscored.com/Matches/1913931/Live,1,2,True
